mans,rus,note
ӯсьта̄л,неутомимый,
сэ̄гуӈкве,вытирать,
сэ̄гхатуӈкве,вытираться,
сэ̄иӈ,песчаный,
сэ̄иӈ ма̄,пустыня,песчаная
сэ̄й,песок,
сэ̄й нёл,коса,
сэ̄й нёл,мыс,песчаный
сэ̄й ро̄сь,отмель,песчаная
сэ̄йсам,песчинка,
сэ̄кв,прохлада,
сэ̄квмалта̄лыглаӈкве,освежать,
сэ̄квмалтаӈкве,освежить,
сэ̄квмуӈкве,освежиться,
сэ̄квтуӈкве,охладить,
сэ̄квтуӈкве,освежить,
сэ̄лантаӈкве,наживать,
сэ̄лантаӈкве,зарабатывать,
сэ̄лантаӈкве,приобретать,
сэ̄луӈкве,нажить,
сэ̄луӈкве,заработать,
сэ̄луӈкве,приобрести,
сэ̄лхатуӈкве,наживаться,
сэ̄ля,порох,
сэ̄млы̄г е̄мтуӈкве,потемнеть,
сэ̄млы̄г е̄мтуӈкве,почернеть,
сэ̄млы̄г котараӈкве,загореть,на солнце
сэ̄мыл,тёмный,
сэ̄мыл,чёрный,
сэ̄мыл алпипа,темнокожий,
сэ̄мыл алпипа,чернокожий,
сэ̄мыл витуп,темноводный,
сэ̄мыл оспа,смуглый,
сэ̄мыл па̄рт,классная доска,
сэ̄мыл сампа,черноглазый,
сэ̄мылхарпа,серый,
сэ̄мылхарпа,смуглый,
сэ̄мылхарпа,чёрно-бурый,
сэ̄ныг,нарост на берёзе,
сэ̄пуӈкве,задохнуться,без воздуха
сэ̄р,глухой,о лесе
сэ̄р-во̄р,глушь,
сэ̄р-во̄р,глухой,
сэ̄ри,личинки,мухи
сэ̄рива̄руп,муха,
сэ̄рипос,заря,
сэ̄руӈкве,метать икру,
сэ̄ръёр,спокойный,
сэ̄ръёр,приятный,
сэ̄тап,нитки,
сэ̄тапаӈкве,вырваться,быстро
сэ̄туӈкве,вырваться,
сэ̄ӈкв,пар; туман,
сэ̄ӈквыӈ,туманный,
сэ̄ӈквыӈ,мутный,
сэхвуӈкве,всхлипывать,
сэхыльтаӈкве,скрипеть,
сю̄лытаӈкве,седеть,
сю̄лыӈ,седой,
сю̄ртни,репа,
сю̄х,шуга,мелкий рыхлый лёд
сюӈкырлаӈкве,свернуться,в трубку
сюӈкыртахтуӈкве,съёжиться,
ӯсюӈкве,устать,
сюлтгуӈкве,сверкать,
сюлтуӈкве,уставиться,взором
сюльси,кулик,
сюмплуӈкве,вертеться,
сюмплуӈкве,колыхаться,на волнах
сюмплыӈ,вёрткий,о лодке
сюниӈ,богатый,
сюниӈ,изобильный,о природе
сюнь,богатство,
сюнь,изобилие,
сюнюӈкве,жить счастливо,
сюнюӈкве,богато,
сюпа,куча,
сюпа,груда,
сюргуӈкве,течь,
сюргуӈкве,сочиться,
сюртгалаӈкве,чертить,
сюртгалаӈкве,расчерчивать,
сюртмил,линия,
сюртмил,черта,
сюртумта̄нтуӈкве,подчёркивать,
сюртумтаӈкве,подчеркнуть,
сюртуӈкве,чертить,
сюртуӈкве,управлять,лодкой
сюртхатуӈкве,торчать,вертикально в проточной воде
сюси,дитя,
ся̄вгалтахтуӈкве,зажурчать,
ся̄врамаӈкве,погибнуть,в муках
ся̄врамтаӈкве,погубить,
ся̄врамтаӈкве,уморить,
ся̄гт,радость,
ся̄гтаклаӈкве,радоваться,
ся̄гтальпи,радость,
ся̄гтальпи,восторг,
ся̄гтапаӈкве,обрадоваться,
ся̄гтыл,радость,
ся̄гтылыӈ,радостный,
ся̄гылтта̄лыглаӈкве,радовать,
ся̄гылттаӈкве,обрадовать,
ся̄й,чай,
ся̄йа̄ны,чашка,
ся̄йпут,чайник,
ся̄каралуӈкве,корчиться,
ся̄каралуӈкве,кривиться,
ся̄кыг,совсем,
ся̄кыг,совершенно,
ся̄кыг,насквозь,
ся̄кыл ӯй,тюлень,
ся̄лголн,серебро,
ся̄лгуӈкве,звенеть,
ся̄лгуӈкве,звучать,
ся̄лыг,жидкий,"о чае, жире"
ся̄лыголн хурип,серебристый,
ся̄нь,мать,
ся̄нька,шаньга,
ся̄нька ня̄нь,коржик,
ся̄ргуӈкве,болеть,о сердце
ся̄рык,пастбище,
ся̄рык,выгон,для оленей
ся̄рысь,море,
сяӈры̄г,плотно,
сяӈси,воробей,
сяӈсиморах,малина,
сяӈыр,плотный,о снеге
сявгуӈкве,журчать,
сягтылта̄л,безрадостный,
сякариӈ,корявый,
сяквит,молоко,
сяквит ракс,творог,
сяквтуӈкве,кормить грудью,ребёнка
сяклиӈ,кудрявый,
сяклиӈ,курчавый,
сяклиӈа̄т,кудри,
сякнай,прыщ,
сякнай,бородавка,
сякыр,жадный,
сякыр,скупой,
сялтапа̄лыглаӈкве,вбегать,в помещение
сялтапаӈкве,вбежать,в помещение
сялтуӈкве,войти,в помещение
сялтыгла̄луӈкве,входить,в помещение
сяма,нареч.наповал,
сяма,насмерть,
сяма па̄тамтаӈкве,расстрелять,
сяма ю̄ныгтаӈкве,ударить насмерть,
сяр,самый,
сяр,совсем,
сяр,совершенно,
сяр ма̄к,подлинный,
сяр яныг,главный,
сярктахтуӈкве,пищать,о птенцах
сясгуӈкве,бурно литься,
сясеква,бабушка,по отцовской линии
сяхны,кулак,сжатая кисть руки
сяхыл,туча,
сяхыл,гром,
сяхыл ня̄л,молния,
сяхыл ня̄л,град,
сяхыл са̄лыл,молния,
та,тот,
та̄ври,порошок,
та̄ври,опилки,
та̄ври,крошки,
та̄вритаӈкве,крошить,
та̄вритаӈкве,измельчать,
та̄гиньта̄луӈкве,наполняться,
та̄гиньтаптуӈкве,наполнить,
та̄гиньтаптыгла̄луӈкве,наполнять,
та̄гиньтахтуӈкве,наполниться,
та̄гиньтаӈкве,наполниться,
та̄глыӈ,полный,наполненный
та̄глэ̄кв,полно,
та̄глэ̄кв,сполна,
та̄гыл,рел.одежда,
та̄гыл,наряд,
та̄йт,рукав,
та̄к,крепкий,
та̄к,бодрый,
та̄кмалта̄лыглаӈкве,укреплять,
та̄кмалтахтуӈкве,укрепиться,
та̄кмалтаӈкве,укрепить,
та̄кмуӈкве,окрепнуть,
та̄кмыгла̄луӈкве,крепнуть,
та̄ксар,крепкий,
та̄ксар,сильный,
та̄ксары̄г,нареч.крепко,
та̄ксары̄г,сильно,
та̄ксары̄г,решительно,
та̄кысь,сильно,
та̄кысь,упорно,
та̄лкол,шалаш,из ветвей
та̄лматуӈкве,сесть,
та̄лматуӈкве,погрузиться,быстро
та̄лсуп,полгода,
та̄лт,причал,
та̄лт,пристань,
та̄лттуӈкве,посадить,
та̄лттуӈкве,погрузить,
та̄лттыгла̄луӈкве,погружать,сажать
та̄лтхатуӈкве,грузиться,садиться
та̄луӈкве,сесть,погрузиться
та̄лы̄г-тувы̄г,круглый год,зимой-летом
та̄лыгла̄луӈкве,садиться,грузиться
та̄лыӈ,хвойный,
